young boy jumping into a pool that says " no diving " .,0
boy is jumping into the swimming pool .,2
baby in a Santa hat holds a Santa figure while laying on a brown sofa .,0
baby wearing a Santa hat and a red outfit playing with a Santa Claus figure .,0
baby wears a Santa hat .,2
in Santa outfit holding a baby Santa .,8
baby is holding a Santa figurine .,8
beautiful brown and white St Bernard running in the snow,8
St Bernard lunges through the snow .,2
St Bernard dog wearing red collar galloping through the snow .,2
Bernard dog running in the snowy field .,2
large brown and white dog is running through the snow .,2
man helping a young child rollerskate .,9
mom is helping her son to Rollerblade .,9
adult helping a child ice skate together on a dark rink .,0
adult ice skating with a small child with a red shirt on an ice skating rink .,0
adult is holding up a child who is trying to ice skate .,8
girl on the phone standing in front of beautiful plants is passed by another smiling girl .,0
girl wearing a white sweatshirt and jean shorts has a big smile on her face as she walks along .,0
smiling girl walking and a frowning girl with a phone .,8
teenage girl walks past another with a cellphone .,8
young woman walks by another young woman talking on the phone and leaning on a wall .,0
brown and a black dog are wearing collars and playing with each other .,7
brown dog biting a black dog on a sidewalk,2
brown dog with a red collar is biting the black dog .,2
dogs , one brown and one black , playing with each other .,8
dogs , one brown , the other black and white , are playing on a sidewalk .,8
boy holds a light saber in front of a Christmas tree .,0
boy looks at a new toy during christmas,2
boy receives a light saber for Christmas .,0
indoors by Christmas tree , playing with green , light-up sword toy .,0
boy holding a light saber in front of a Christmas tree with wrapping paper littering the floor .,0
man on a bicycle riding on the beach .,2
man rides a bike under a blue and white sky .,9
man riding his bike on the beach by the ocean .,7
adult riding a bike on a beach with many visible vapour trails in the sky .,9
person rides his bicycle in the sand beside the ocean .,8
young boy jumping into a lake .,2
young boy jumping into a still lake,2
young boy jumps off of a plank into a lake .,2
boy is jumping into a lake .,2
young boy in the blue shirt is jumping into the water .,2
girl walks next to a pool .,2
young girl in a blue and pink bathing suit runs around a pool .,8
running next to a pool .,2
girl in a bathing suit runs past the blue pool .,2
girl in the aqua two piece swimsuit is in front of the aqua pool .,9
boy in black winter clothes sits on an inflated sled by a mound of snow .,0
child rides down the snow in a tube .,2
kid is on a float in the snow .,2
is a person sitting on a plastic blow-up float in the high piled snow .,0
person , bundled up for the snow , slides down the hill on an intertube .,0
girl in a blue bathing suit is walking away from the water on the beach .,8
girl in a blue bathing suit walks across the beach .,2
girl in a blue two piece bathing suit at the beach .,2
young girl is wearing a bathing suit and the ocean is behind her .,7
young girl wearing a blue bikini swimsuit .,2
child in the snow with a house in the background .,2
little boy is throwing snow around outside .,2
covers the ground and a young boy 's jacket .,7
little boy with the yellow stripe on his hat is in the snow .,9
boy is throwing a snowball .,2
man wearing a black hat and coat makes a face with a crowd behind him .,2
man wears a NASCAR jacket .,2
elderly man is wearing a black jacket covered in sponsorship logos .,8
man with glasses wearing a car racing hat and jacket .,9
white haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .,0
woman and a girl ride a sled down a hill standing up .,2
woman and a younger girl , both wearing blue jackets and knit caps , slide down a hill on a snow sled , a dog running at their side .,0
woman and a young girl riding a sled down a snowy hill while standing .,2
woman and girl riding downhill on a sled with a dog running alongside them,0
people on a sled riding down a snowy hill .,2
black dog carries an orange ball , walking on the ground covered in leaves .,8
black dog with an orange toy in its mouth is walking in fall leaves .,2
black lab puppy runs with an orange ball on an autumn day .,7
dog with orange ball approaches camera across dead leaves .,2
black dog walks through brown leaves with an orange ball .,2
girl colors with markers .,2
little girl is carefully coloring in the pictures of a coloring book .,0
young girl colors in a coloring book with a choice of many colors from a container .,0
girl coloring pictures indoors .,8
little girl is using colored pencils to decorate a coloring book .,8
blond girl in a brown shirt with a black pen up her nose,7
little girl has a pen sticking out of her nose .,7
young girl is looking at the camera with a pen stuck up her nose .,7
girl with the wide eyes has a marker hanging from her nose .,9
girl sitting with a black pen in her nose .,7
baby with food all over its mouth .,2
little boy with baby food on his face .,2
adult hods a baby wearing a bib , the baby has food around its mouth .,0
baby is wearing a bib and sitting in an adult ',8
is a baby with orange-stained lips staring at the camera .,0
dog jumping in midair above grass .,2
dog jumps up to catch a tennis ball in a grassy field .,2
golden dog is jumping in an attempt to catch a ball .,2
in air,2
dog is in the air above the grass .,2
black and white dog is playing with a ball on a lawn .,0
black and white dog jumps up as a ball is thrown over his head .,8
jumping looking up and small white ball in air passed by,8
black and white dog is attempting to catch a ball in the garden .,2
dog jumps up waiting to catch something being thrown .,2
man holds a boy upside down over a pond .,7
man holds a young boy upside down over a puddle of water .,0
man plays with a little boy , holding him upside down .,2
holding boy upside down in his arms standing on rocks .,8
with glasses holding boy upside down outside in a stone-filled yard .,8
young boys looking through a window .,2
kids and a woman wave enthusiastically from behind a window .,2
kids are looking through a window with an adult in the back .,2
little boys and their mom smiling on the outside of a window .,2
young children , one wearing a red striped shirt , are looking in through the window while an adult in a pink shirt watches from behind .,0
fluffy white dogs are in the snow .,2
white dogs are walking through deep white snow .,0
white dogs walk in a snowy setting,2
white dogs walking in the snow .,2
white dogs walk through a huge bank of mountain snow .,0
black and white dog playing in the snow together,9
black poodle jumping on the head of a white poodle while walking in the snow .,8
dog jumping over a white dog in a snowy path .,2
dogs playing in the snow .,2
poodles are running through the snow .,2
black dog is jumping into the water off a dock .,2
black dog jumping into the water,2
black dog jumps off a pier into a lake .,2
dog leaps off a dock and into the water .,8
black dog leaps off the dock and into the water .,8
child is wading through water towards the beach .,2
small african boy leaves the ocean while many others continue to play behind him .,0
small black child playing in the ocean .,2
young boy wades in the ocean .,2
young boy walks in the water along a wavy shore .,8
boy wearing a black and blue life vest is on a green , wooden boat looking out towards the water .,9
boy wearing a blue life jacket is holding onto the side of a green boat .,7
child holds on to the side of a small , weathered , green watercraft on the open sea .,0
little boy in a life vest is looking out the side of a boat .,9
young boy riding in a green boat .,9
child in a white shirt standing in a field of grass .,2
small boy is playing in an open field .,2
young boy in a white dress shirt is playing on a grassy plain .,2
young boy in a white shirt in a field,2
young boy wearing a t-shirt and jeans is walking in a grassy field .,0
fluffy white dog and two white sheep smell each other .,7
small white dog inspects two sheep .,2
white dog is sniffing a sheep through a fence .,7
white dog sniffing sheep through a fence .,2
fluffy dog kissing sheep through a fence .,2
diagram of a hand is displayed on a wall , behind which a woman studies .,9
picture of the anatomy of a hand .,2
woman is sitting at a desk near to a window that has a huge picture of a hand painted on it .,0
woman is sitting at a table waiting to tell a customer 's fortune .,7
woman sitting in the background at a table,2
boat with two fishermen sits peacefully on the lake .,8
silhouette of two men in a boat on a misty lake,9
men in a fishing boat on a river enjoy a pleasant morning .,0
people are in a canoe on a river in misty conditions .,2
people drift in a small boat on a foggy lake with trees in the background .,0
group of people are standing on a beach near to a white sunshade .,2
in bathing suits are on a beach looking at a landform in the distance .,8
men are watching others on a beach shore .,8
men in speedos on the beach .,2
men stand looking at the ocean at a tropical resort .,0
girl in a pink jacket and red hat walking near grass .,2
girl wearing a pink coat and red hat walks down a gravel path .,0
little girl in a pink coat is walking down a dirt road,9
little girl in a pink jacket is walking .,2
young girl in a pink jacket walking down a gravel path in a wooded area .,0
black dog is trying to run with its legs buried in the snow .,8
black dog with tan markings stands in deep snow ; there is an evergreen to the right .,0
dog plays in the snow .,2
lies in snow .,2
dog is trying to outrun the deep snow .,9
man is snowboarding and jumping off of a snow hill .,2
person in a black jacket is snowboarding during the evening .,0
silhouette of a person snowboarding through a pile of snow .,0
snowboarder flying off a snow drift with a colorful sky in the background .,0
person in the parka is on a snowboard .,0
three dogs are running down a snowy track .,2
dogs are running across snow with a tire track in it .,0
dogs are turning direction along a snow tread leading from a low cut field .,0
dogs run in the snow .,2
dogs running on tire tracks in snow .,0
child rides a pony while an older child and adult stand next to her .,9
girl is riding on a pony with a little girl and a woman standing beside the pony .,0
woman and young girl stand next to another young girl sitting on a brown pony .,0
children take turns riding the minerature pony with an adult supervising .,7
people are arranged around a horse and its rider .,2
man is sitting in a boat on the shore with the lake in the background .,9
man sits in the back of a boat that is grounded on the shore of a large body of water .,9
man sitting in a canoe on the shore of a lake .,2
man sitting in a rowboat,2
sitting in a beached canoe by a lake .,2
girl riding a toy horse in a Spider-Man costume,2
girl with red hair and a Spider-Man suit on is sitting on a toy horse while holding her arms up and her mouth open .,0
little redheaded girl wears a Spider-Man suit while riding a play horse .,9
young girl in a Spider-Man outfit rides a toy horse .,2
young redheaded girl wearing a Spider-Man costume is riding a hobby horse .,2
boy and a girl bouncing on a ball,2
children are wearing black tights while hopping .,7
children dressed in black bounce on red and green bouncy balls in a garage .,8
kids are bouncing on colorful balls .,8
young children bouncing on balls .,8
bike sits atop a rise with mountains in the background .,9
man wearing a red uniform and helmet stands on his motorbike .,9
motocross bike is being ridden over rocks .,9
motocross biker about to descend,2
motorcyclist has reached the summit .,2
child is using the bathroom .,9
little boy is sitting on a blue toilet with his pants pulled down .,8
little boy sitting on a toilet with his head resting on his hands .,8
little boy using a blue toilet .,2
young boy sitting on a blue toilet .,2
man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him .,0
worker in a blue hard-hat looks on as another man works,2
construction worker in a red shirt watching another construction worker with a hammer fix something .,0
construction workers working on a roof top .,2
workers in yellow vests try to fix something .,7
man stands at the edge of the water near the rocks .,7
shirtless man in a pink hat is standing on a rocky shore .,8
shirtless man in a pink hat stands on a rocky shore .,8
shirtless man with a backpack and a hat is standing on a rocky shoreline .,8
man in shorts and a hat is standing in the bay beside the ocean .,8
dog leaps for a toy on a road .,7
man and a dog play with a Frisbee .,2
person holding a Frisbee just out of reach of a white dog on a rural road,7
holding a Frisbee with a white dog jumping for it on a road .,8
dog jumps up to get the Frisbee in the man 's hand .,7
white dogs are running on the grass .,2
white dogs are running through the grass .,2
white dogs running in a field,2
white dogs running through the grass,2
white dogs with cutoff tails running in green grass .,2
racing,2
group of dogs wearing muzzles running a race .,2
muzzled black and white dogs racing over a jump .,2
white dogs are running and jumping with masks over their mouth .,2
white dogs with muzzles jump over a red wall .,2
blue rally car pulls away from the spectators watching from the side of the track .,0
car is being driven on a trail while people on both sides of the road look on .,8
race car zooms while onlookers watch .,7
racing car goes through a dirt course while fans watch .,0
race car riding on dirt path with onlookers .,9
man dressed in black wearing a hat and glasses in front of a red wall .,2
man in a black hat stands in front of a red wall .,2
man wearing all black and a black hat is smiling .,2
man with a hat , glasses , jewelry and a jacket stands against an orange wall .,9
is a man with glasses and a hat wearing a black suit jacket indoors .,2
boy is leaning on a chair whilst another boy pulls him around with a rope .,0
child balances on a chair with one arm .,2
children play an indoor game .,7
boys in blue clothing are pulling on a rope while one boy is touching a brown chair .,0
boys playing tug of war while one reaches out to chair on left,0
brown dog is running across the snowy ground .,2
dog runs outside .,2
greyish dog running in the snow .,2
pitbull running in the snow,2
brown dog is running through the snow,2
boy does a cannonball into a pool while a girl watches .,8
boy jumping off of a diving board while a girl watches .,9
boy jumps into a pool while a girl watches .,2
girl in a swimming pool looks on while a boy in a mask jumps in from a diving board .,7
is a kid jumping off a diving board into a pool .,7
dog biting the tail of a cow .,2
dog chasing an animals tail on the grass .,7
small animal leaps behind a larger animal , the larger animal 's tail obscuring the smaller one 's face .,0
small dog chases after a large brown cow .,2
tan animal is being swatted in the face by a brown and white bull .,2
boy in dark blue clothes is kneeling while holding a toy .,8
boy playing with toys in a bedroom .,2
boy plays in his bedroom with an air powered rocket .,2
boy plays with some toys in the house with a blue chair in the background .,9
young boy wearing a blue outfit playing with a rocket .,2
baby in winter clothes plays outside .,8
small child wearing winter clothes smiles while standing in the snow .,0
smiling boy in winter clothes waves his mittened hands outside a building in the snow .,0
young child dressed for cold weather is outside .,2
child is wearing warm clothing outside in the winter .,8
dogs are walking on a rugged path , one with a blue rope tied to a red object in its mouth .,0
dogs play in a grassy area with a red and blue toy .,2
dogs playing keep-away with red toy on blue string .,2
dogs play with a red plastic toy in the tall grass .,2
dogs walking through nature .,2
three children are playing in a fountain .,2
children are playing at a sprinkler park .,7
children play in a water park .,2
kids stand in an array of water fountains .,9
people are wading in shallow water near a stone path and spraying fountains .,9
boy wearing a red shirt dumps water out of a yellow bucket onto a girl 's head .,0
little boy and a little girl play together in the water .,9
young boy at a water park pouring a bucket water on a young girl in a swimsuit .,0
boy is pouring a bucket of water over a girl 's head .,2
young children play with water in a fountain .,2
boy slides down a snowy hill in an innertube .,2
boy snow tubing on a green , blue , and yellow colored tube .,2
child laughs while tubing down the snowy mountain .,7
small child in an orange , white and black coat coming down a snowy hill on an innertube .,2
small child racing down a snowy hill on an innertube,2
brown dog and two white dogs are bounding after a ball .,0
brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .,0
are two white dogs and one brown dog chasing a ball .,8
white dogs and one brown dog jumping through the dirt after a tennis ball .,0
white dogs are playing with a brown dog and a ball .,2
little girl dances in a grassy field , another girl is in the background .,8
little girl in a white blouse and blue pants frolics on the grass .,0
little girl in blue panes dances on the grass .,7
small girl standing on one leg in the grass , with another child in the background .,8
are two small children playing in a yard .,8
Asian cheerleaders are facing forward waving silver pom-poms , whilst other cheerleaders are performing facing the other way .,0
asian cheerleaders are holding out silver pompoms .,8
asian girls cheerleading for a sporting event,2
girls dressed in light brown wearing black neckties hold foil pom poms while doing a routine with others .,0
young girl cheerleaders wearing a khaki shirt with a black tie cheering .,7
man in a white boat is rowing through fog .,7
man in his boat on the lake,9
man is riding in a boat on the water .,9
man sits in a rowboat alone on foggy water .,8
in a small white boat on a lake .,2
man in a red jacket holds his bike for the picture .,9
man in a red jacket is standing by a bicycle and trailer in a city street .,9
man on the street standing by his bicycle .,9
man standing beside his bicycle on the street .,9
man is wearing a red jacket and standing next to a bicycle .,2
brown dog is on top of a triangular structure .,2
brown dog is running down a slope while a man follows beside him .,8
brown lab dog runs over an obstacle on a course .,2
dog runs down ramp .,2
large , dark colored dog is doing a climbing stunt outdoors , while a man watches .,0
black dog runs in front of a large brown and white bull .,2
dog and a cow play together inside the fence .,9
small black dog growling at a large brown and white cow .,0
dog and cow in fenced area .,7
dog is running around the cow .,2
few people standing on top of a mountain taking pictures .,2
group of people peering over the edge of a large rocky mountain,8
people on top of a mountain look down at the ground .,8
mountain are light tan in color .,2
people sitting on a cliff .,2
child in a lake .,2
little kid is starring into a body of water .,0
small girl with a necklace is swimming .,2
wet child stands in chest deep ocean water .,7
child has a necklace on and is in the water .,2
participating in a race .,2
dogs racing at night .,2
are racing on a track , and number eight is making a run for first,0
dogs ran around the dirt racetrack .,2
greyhound dogs are racing along a dirt path with buildings nearby .,9
person is scuba diving in very clear blue water .,0
person wearing scuba gear is swimming underwater water .,2
S.C.U.B.A. diver swims in deep blue water .,7
scuba diver swims underwater while wearing fins .,2
scuba diver floats underwater looking at the beauty of the sea .,0
man in a paddle boat on a lake .,9
man is rowing a canoe on a lake .,2
man is rowing on his boat through very still water .,9
old man canoeing with green Lilly pads .,2
man in the brown cap is paddling a boat on calm river .,7
boy standing and watching a group of people on a basketball court .,2
boy standing in the foreground looking out over other people in a court .,8
boy stands overlooking a schoolyard where other children play .,0
boy watches his classmates play in a courtyard , looking from above .,0
little boy is standing above a structure and watching the other boys play a game .,0
brown dog is about to jump .,2
dog runs through the grass .,2
little brown dog running through a field of grass,2
dog running through long grass in a park-like setting .,9
large , brownish dog is running through a grassy area .,2
brown dog is swimming and splashing in the water .,2
dog swimming through the water,2
dog swims in the aqua water .,2
tan dog swimming in some water,2
dog splashing into the water .,2
, and children in school uniforms , move through a flock of pigeons .,0
pair of children in uniforms running through a flock of pigeons .,0
in uniforms chase pigeons .,2
chase some pigeons .,2
children in school uniforms chasing birds on a brick paved street .,0
girl messily eats a plate of pasta .,2
little girl in a high chair is messily eating spaghetti .,0
little girl makes a mess on her hand and face while eating in her baby chair .,0
young girl sits in a high chair and eats red food while making a mess .,0
girl eating spaghetti is wearing a red jacket .,2
brown dog appears to be operating a computer .,0
brown dog is resting its paws on a laptop keyboard .,7
dog sits with its paws on a laptop computer .,8
dog with a red bandanna has its paws on a laptop 's keyboard and is looking up .,0
brown dog with a red bandanna is sitting with its paws up on the computer .,0
person crouches at the end of a dock on a lake .,9
person is squatting at the end of a pier near a lake .,9
person with a red backpack squatting at the end of a dock .,9
single person squated down at the edge of a pier overlooking a lake,0
am squatting on a dock , looking into a lake .,8
city street with two ladies that have shopping bags in their hands with a crowd behind them .,0
woman in a hat holding a handbag smiles away from another woman wearing sunglasses and holding a shopping bag .,0
are standing on the Hollywood walk of fame .,9
older women walking down the busy street with shopping bags,0
women dressed in leather are standing on a city street .,9
child playing in the beach sand during a sunset .,2
child playing in the sand of a beach with the sun low on the horizon .,7
person on the beach beside the ocean at sunset .,7
of a sunset at the beach with a kid in the foreground .,2
paddles a small boat across a still lake at sunset .,9
cyclist wearing a red helmet is riding on the pavement .,2
girl is riding a bike on the street while wearing a red helmet .,9
person on a bike wearing a red helmet , riding down a street .,9
woman wears a red helmet and blue shirt as she goes for a bike ride in the shade .,0
in blue shirt and red helmet riding bike down the road,9
brown and black dog laying on a grey plushie in front of a TV showing breaking news .,0
dog in a living room laying on a stuffed animal with a television in the background .,0
small dog grinding against a stuffed animal .,2
small dog laying on a stuffed animal in front of a TV,9
climbing on stuffed animals indoors , background TV shows breaking news .,8
baby cries in a woman 's arms .,2
baby in a red shirt is crying while an adult holding the baby mocks it .,0
baby wearing red begins to cry as a woman makes a face at it .,7
little baby cries in his moms arms .,7
woman is holding onto a baby that looks like he 's about to cry .,0
boy is laying his head on the lap of the person who is sitting at a desk .,9
boy leaning against somebody on a booth seat looking under the table .,8
child leans on an adult 's lap while peaking underneath a table at a booth .,0
little boy lying down looking under a table .,7
view from under a table of a young boy laying in an older person 's lap .,8
dog chases a red ball .,2
small dog runs to catch a ball .,2
while dog chases a red ball in the yard of a building across the way from a barn .,7
white and brown dog is catching a red ball in its mouth .,2
dog chases ball at farm,9
black dog runs through the black mud .,2
dark brown dog running on a muddy beach , a person in yellow pants following him .,2
dirt dog runs down a muddy shore .,2
dog running and jumping in the mud , with a person walking behind it .,8
dog runs on wet sand as a man in yellow pants walks further back .,0
boy in a red shirt , in front of a long blue wall , raises his eyebrow at the camera,0
boy in a red shirt with stripes standing near a blue , brick wall with handicap signs .,9
African American boy stands in front of a blue building in the handicapped space .,9
boy in the orange shirt looks backwards .,2
boy in the red shirt is next to a blue wall .,2
dog runs through the woods near a cottage .,2
little orange cabin with a white dog running near it in the woods .,2
building in the woods surrounded by trees with white dog running away from it .,8
white dog is running on the grass near a small house .,2
dog running away from the orange colored house .,8
black dog is leaping from a cylindrical hay bale .,7
black dog jumps over rolled hay .,2
black dog with white paws is jumping on hay bales .,8
black dog with white paws jumping from a bale of hay .,7
dog jumps from hay ball to hay ball .,9
are walking through the snow near the mountains .,2
moving along a trail .,2
skiers at a resort .,7
skiers are in front of the lodge .,7
people ski in the mountains .,2
boy runs in a race while onlookers watch .,7
boy runs past a group of people with balloons in a race .,2
boy runs while another family is standing by .,2
group of people look to the side and a boy starts to run .,8
young boy is running a race .,2
shot of a ski resort next to a mountain .,0
ski resort,0
skiing down a slope .,8
people at a ski area with the pine trees and a large snowy mountain in the background .,8
are on the snow near to the resort buildings below the mountain range .,0
black dog running along the sandy shoreline of a body of water while two ducks swim nearby .,0
black dog running along the water,2
dog and two birds .,2
dog runs along the shore of a pond with two elegant geese swimming .,7
running on shore beside two geese in water,8
least 4 people swim in shallow water that grows deeps towards a bridge .,0
are playing and swimming in a boy of water with a foot bridge in the background .,2
playing in the water in front of a wooden bridge .,2
children playing in a lake,2
children playing in a river near a wooden bridge .,2
man in a striped shirt tugging something away from a dog .,8
man playing with a small dog .,2
man tries to get a toy away from a small dog .,0
man plays with a little dog with a plush toy .,2
man is playing with the shaggy little dog .,2
girl holds something while three dogs beg .,8
woman stands in a field surrounded by three attentive gray dogs .,9
woman and three dogs are in a field .,2
brown dogs are jumping up at the woman wearing blue .,2
grey dogs jump at a woman .,2
dirt biker pushes his motorcycle up a rock while another rider watches .,0
man in red on a dirt bike struggles up a rock while another man in red watches .,0
man in red pushes his motocross bike up a rock .,9
man is looking on as another man attempts to climb a small boulder with his dirt bike .,0
red-clad man rides a bike through rocky ground while another man looks on,7
race on a track .,2
racing at the racetrack .,2
racing in dirt .,2
number 8 is racing,2
white dog has a blue shirt on and is behind a black dog with a rellow shirt on .,0
boy running through a grassy area in a park .,2
boy with red shoes runs across a field .,2
little boy in shorts and blue t-shirt runs on the grass .,0
young boy running on a field,2
boy in blue shirt and gray shorts running at a park .,2
bunch of people swimming in water .,2
group of children in the ocean .,7
group of youngsters swim in lake water,2
children are playing and swimming in the water .,7
people swim in a body of water .,2
lady is swinging and smiling .,2
person swinging on a swing,2
swinging on a swing,2
on swing,2
girl is having so much fun on the swing !,7
boy is flying down a snow covered slope on his sled .,8
boy watches another person falling in the snow .,8
snowboarder crashes into another .,9
young boy falling down into the snow with another boy in the background,8
children play in the snow with a sled .,2
bearded man wearing a bandanna is pointing his finger whilst riding a bicycle .,0
man bicycles down the street and points his finger,9
man holds an object with his hand while riding his bike down the street .,9
man with long hair riding a bicycle gives the peace sign .,9
in blue shirt and black cap riding bike down street flashing peace sign,9
boy in a wetsuit on a crowded beach,7
boy is wearing a wetsuit on a crowded beach .,7
boy wearing a black wetsuit stands on a crowded beach .,7
boy wears a wetsuit at the beach .,7
wearing a hat at the beach,2
group of mostly nude children playing on a bridge over some water .,9
group of young boys , one naked , play around a rickety bridge .,9
climbing and standing on a wooden bridge over water .,2
walking on an old wooden bridge over the water , one of them is a toddler , while others play under the bridge,0
are naked children playing on a wood bridge .,9
group of people are crossing a river,2
group of people are wading though a stream between steep rocky cliffs .,8
wading in a river .,2
people are wading in a river in a deep gorge .,2
people wading in the water at the bottom of a ravine .,2
extremely wet woman is wading in front of a waterfall .,2
woman dressed in shorts and a t-shirt walking in shallow water in front of a waterfall .,0
woman wading through a pool in front of a waterfall .,2
lady is walking through the water .,2
woman walking through water near a large waterfall .,2
boy takes a football from another boy .,8
the ground a boy in a red sweatshirt is leaning over holding a football and two other kids .,8
boys are playing football in the grass .,2
boys play football in the grass .,2
kids are resting after playing football,2
group of people are jumping into the air with their arms held high .,0
group of people in a desert jumping , one throwing a ball .,2
group of six people have jumped into the air in the middle of nowhere and one is catching a ball .,0
people are jumping in the air , one of them throwing a ball .,8
people jump for ball .,2
little girl and boy play in the sand on the beach .,2
young boy and girl play together in the sand .,9
and girl make a sand castle,2
children build a sand castle on the beach .,7
kids building a sand castle,7
person is skijoring with a dog in the mountains .,2
person skis with their dog .,2
woman cross-country skiing , with a brown dog .,2
woman skiing down a snowy mountain with a brown dog on a lesh running with her,7
brown dog pulls a skier across snow-covered ground .,9
and adults at a soccer game .,2
playing soccer on a field while parents watch .,2
kids are photographed playing soccer in a field .,8
kids are running in a soccer game .,2
boys are running around a field during a soccer game .,2
woman is climbing a volleyball net on a beach as two others watch .,8
climbs volleyball net at beach,7
hanging up a volleyball net .,7
put up a volleyball net at the beach .,7
girl in the brown shirt is hanging onto a blue pole .,2
two girls ride together on the bicycle while sightseeing .,0
girls on a tandem bicycle , looking at wall art .,2
woman ride a bicycle together as they pass a painting on a wall .,9
women on a red two seater bike looking at a painting on wall,9
women riding a tandem bicycle go by a wall painting .,9
business man and a security guard are smiling and talking outside a glass building .,2
man and a guard laugh together .,9
man and a police officer are smiling at the photographer .,2
man and a police officer talk to each other .,2
man in a suit and an officer smile for the camera .,2
brown dogs trot along frozen ground in a rural setting .,7
dogs play out in the snow covered grass .,8
dogs run through a snow-patched desert .,2
golden retrievers running in a slightly snowy desert .,2
golden retrievers running in a snow dusted field .,2
two men wearing ties stand in front of the " Sound of Kildare " bus .,0
men in suits , one wearing a silver medal , stand in front of a blue bus .,8
men in suits standing in front of a bus , one is wearing a medal .,8
men step off the bus together .,9
older men in front of a bus .,2
boy is aiming a bow and arrow at a target .,2
boy is firing a gun at a bullseye attached to a hay barrel .,9
boy taking aim at a target on a bale of hay with his bow and arrow .,0
young archer aims his bow at a haystack target .,2
wearing jeans aiming bow and arrow toward target on a hay bale .,7
man wearing a black hat walks along a road next to a building .,8
older man in a long sleeved black shirt is walking down a cobblestone street alone .,7
old man walks down the uncrowded road .,2
person walking in front of a building .,2
man is walking near a brown building .,2
baby boy sucks on the sweater arm of the woman holding him .,8
baby in a green bib with arms around him .,2
baby in a high chair .,9
baby is sitting in his high chair between a person 's arms .,0
baby is holding someone 's arm .,8
man grabs the end of a set of bagpipes while another man plays .,9
man is playing blowing into bagpipes whilst another man tests the tone with an electronic tuner .,7
man plays a bagpipe while another checks on the instrument .,7
men are wearing black hats and carrying bagpipes .,2
men , one playing a bagpipe and one adjusting the bagpipe .,0
dog standing in the shallow part of the ocean while the waves splash around .,0
dog standing in the water .,2
wrinkled dog wading in shallow water .,2
large brown dog is walking through water in the ocean .,7
large brown dog stands in the choppy water .,2
child riding a scooter indoors .,2
girl plays on a red scooter .,2
girl playing on a scooter in her house .,2
girl is on a red scooter,2
little girl is riding her red scooter .,2
man is helping a young girl off a ride at an amusement park .,7
man is holding a young child 's hand at a fair .,9
man taking a child on a ride at a fair .,7
amusement park .,2
man in shorts holds the girl 's hand as he leads her along the fence .,0
man climbing a cliff face .,2
man climbs a sheer cliff face .,2
man climbs a steep rock wall using safety ropes .,9
man clings to the side of a rock face .,2
man is rock climbing with no noticable harness .,2
climber is reaching for a large crack in the rock face .,7
man in a white t-shirt and blue shorts is rock climbing up a sheer face,0
man reaches high to help him during his rock climb .,9
man rock climbing,2
man with a white shirt climbing the side of a cliff .,9
brown dog is running through an obstacle course .,2
brown dog jumps over an obstacle .,2
dog runs through an obstacle course .,2
small dog jumping over hurdles .,2
brown dog is jumping over a low rail in a grassy yard .,9
girl falling down in the snow as another looks on .,8
girl in a purple shirt , covered in snow , sliding down a snowy hill .,0
girl in motion on snow-covered ground .,7
young girl is sliding down a snowbank .,2
young girl plays in the snow wearing gloves and no coat .,2
man jumps off a ramp on a snowboard .,2
snowboarder high in the air .,9
snowboarder jumps through the air on their snowboard .,9
flies off of snowy jump , mountains in background .,8
snowboarder is in the middle of a very tall jump,9
brown and white dog is jumping up , with a stick in its mouth .,2
brown dog , holding a stick .,2
brown dog with green collar holding a stick in its mouth .,2
dog in a green collar fetches a stick from the dead leaves .,8
brown and white dog with a green collar is biting a stick .,2
girl in a blue jacket holding a pink bottle in the front of a crowd of other kids .,8
girl in a blue jacket stands in front of a drab crowd while they watch something .,7
with blue jacket holding purple jug in crowd,9
girl in foreround with crowd faded out in background,2
girl in the blue coat is holding a purple capped water bottle .,2
dog running on green grass with its mouth open and tongue hanging out .,8
dog runs across the grass .,2
dog runs across the grassy field .,2
white , black , and brown dog runs in a field .,2
white dog is running with its mouth open across the grass .,2
man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company .,0
man pulling around some odd thing on wheels .,7
person walks with an artistic contraption in front of the Ocean Blue Company .,0
pulling a cart in the street .,9
man in the hat and sandals is pulling a cart behind him .,0
brown and white dog plays with a soccer ball on snowy ground .,7
dog is playing with a football in the snow .,2
brown dog playing with soccer ball in snow,2
pitbull returns the chewed up soccer ball in the snow .,8
brown pitbull is carrying a soccer ball in his mouth .,2
closeup of a teenage girl wearing red beads .,2
girl with a Gonzaga sweatshirt and red beads smiles .,2
teenager is wearing a grey hooded top and some red beads around her neck .,0
young woman with light brown hair wearing a red beaded neclace , a Gonzaga sweatshirt and earrings stands smiling .,0
blond woman with red beads , gray sweatshirt marked GONTAGA .,9
boy runs through the grass .,2
child in a green and white sports uniform is running over grass .,9
little boy in a green soccer uniform is running on the grass .,2
little boy wearing a green soccer strip is running on the grass .,2
wearing a green and white soccer uniform running through the grass .,2
boy is sitting on a brightly colored chair next to a child 's book playing a guitar .,8
toddler is sitting on a red checked chair whilst playing a guitar .,0
young child is sitting in a colorful chair with a guitar in his hands and a book sitting next to him .,8
young child playing guitar on the chair,2
